	entity_ner_class	count	ner_class	entity_name
12983	75/25,CARDINAL	1	75/25	CARDINAL
12984	older than 16,DATE	1	older than 16	DATE
12985	the last four years since 2012,DATE	1	the last four years since 2012	DATE
12986	Munday,DATE	1	Munday	DATE
12987	NGB CEO,ORG	1	NGB CEO	ORG
12988	This Girl Can consumer,WORK_OF_ART	1	This Girl Can consumer	WORK_OF_ART
12989	Bushy Park,GPE	1	Bushy Park	GPE
12974	more than 100,CARDINAL	1	more than 100	CARDINAL
12972	nearly 700,000,CARDINAL	1	nearly 700,000	CARDINAL
12954	Gayler,PERSON	1	Gayler	PERSON
12971	Just three,CARDINAL	1	Just three	CARDINAL
12956	more than 1.2m,CARDINAL	1	more than 1.2m	CARDINAL
194	de Coubertin,PERSON	1	de Coubertin	PERSON
12958	9am,TIME	1	9am	TIME
192	the City of Atlanta,GPE	1	the City of Atlanta	GPE
12960	four years old,DATE	1	four years old	DATE
12961	Andrew Baddeley’s,PERSON	1	Andrew Baddeley’s	PERSON
12962	13 minutes 48 seconds,TIME	1	13 minutes 48 seconds	TIME
12963	nearly 2 million,CARDINAL	1	nearly 2 million	CARDINAL
12964	a few tens of millions in funding,MONEY	1	a few tens of millions in funding	MONEY
12965	at least 88,CARDINAL	1	at least 88	CARDINAL
12966	Parkrunners,PERSON	1	Parkrunners	PERSON
12967	Only three,CARDINAL	1	Only three	CARDINAL
12968	£1bn in funding,MONEY	1	£1bn in funding	MONEY
12969	almost £1bn,MONEY	1	almost £1bn	MONEY
12970	just five,CARDINAL	1	just five	CARDINAL
12990	74,000,CARDINAL	1	74,000	CARDINAL
12991	390,CARDINAL	1	390	CARDINAL
12992	Tom Williams,PERSON	1	Tom Williams	PERSON
12993	Parkrun UK,ORG	1	Parkrun UK	ORG
13012	243,MONEY	1	243	MONEY
13013	a mere £82,MONEY	1	a mere £82	MONEY
13014	£1.4bn being,MONEY	1	£1.4bn being	MONEY
13015	around £1bn.,MONEY	1	around £1bn.	MONEY
13016	almost five,CARDINAL	1	almost five	CARDINAL
13017	The Chartered Institute of Public Finance and Accountancy,ORG	1	The Chartered Institute of Public Finance and Accountancy	ORG
13018	215,MONEY	1	215	MONEY
13019	832,MONEY	1	832	MONEY
13020	617,MONEY	1	617	MONEY
13021	around 25%,PERCENT	1	around 25%	PERCENT
13022	the Chief Cultural & Leisure Officers Association,ORG	1	the Chief Cultural & Leisure Officers Association	ORG
13023	Mark Allman,PERSON	1	Mark Allman	PERSON
13024	the John Charles,FAC	1	the John Charles	FAC
13025	Holt Park,FAC	1	Holt Park	FAC
13026	Allman,PERSON	1	Allman	PERSON
13011	£1bn “public funding,MONEY	1	£1bn “public funding	MONEY
13010	the five years,DATE	1	the five years	DATE
13009	£3.3bn cut,MONEY	1	£3.3bn cut	MONEY
13000	Bill Herbert,PERSON	1	Bill Herbert	PERSON
12994	23%,PERCENT	1	23%	PERCENT
12995	More than 2.1m,CARDINAL	1	More than 2.1m	CARDINAL
12996	Drake,PERSON	1	Drake	PERSON
12997	2.9,CARDINAL	1	2.9	CARDINAL
12998	2.66,CARDINAL	1	2.66	CARDINAL
12999	precisely a year,DATE	1	precisely a year	DATE
13001	Blaydon Races,ORG	1	Blaydon Races	ORG
13008	George Osborne’s,PERSON	1	George Osborne’s	PERSON
13002	Nick Forbes,PERSON	1	Nick Forbes	PERSON
13003	151,MONEY	1	151	MONEY
13004	six-year,DATE	1	six-year	DATE
13005	45%,PERCENT	1	45%	PERCENT
13006	nearly half,CARDINAL	1	nearly half	CARDINAL
13007	Forbes,ORG	1	Forbes	ORG
12955	2010-14,DATE	1	2010-14	DATE
12953	Max Gayler,PERSON	1	Max Gayler	PERSON
13028	Leeds city council’s,ORG	1	Leeds city council’s	ORG
12893	390,MONEY	1	390	MONEY
12895	the whole of July,DATE	1	the whole of July	DATE
12896	£148.8m,MONEY	1	£148.8m	MONEY
12897	almost £40,MONEY	1	almost £40	MONEY
12898	up to 100,000,CARDINAL	1	up to 100,000	CARDINAL
12900	15.5m,CARDINAL	1	15.5m	CARDINAL
12901	16 years and over,DATE	1	16 years and over	DATE
12903	the 14.1,CARDINAL	1	the 14.1	CARDINAL
12904	October 2013-2014,DATE	1	October 2013-2014	DATE
12905	more than 2.2m,CARDINAL	1	more than 2.2m	CARDINAL
12906	328,100,CARDINAL	1	328,100	CARDINAL
12907	October 2010-October 2011,DATE	1	October 2010-October 2011	DATE
12908	the Tour de Yorkshire,EVENT	1	the Tour de Yorkshire	EVENT
12909	2.1m,CARDINAL	1	2.1m	CARDINAL
12910	between October 2012-October 2013,DATE	1	between October 2012-October 2013	DATE
12911	258,700,CARDINAL	1	258,700	CARDINAL
12894	£193.9m,MONEY	1	£193.9m	MONEY
12892	121,MONEY	1	121	MONEY
12952	the year 11s,DATE	1	the year 11s	DATE
12891	780,MONEY	1	780	MONEY
12875	the previous six months,DATE	1	the previous six months	DATE
12876	15.5,CARDINAL	1	15.5	CARDINAL
218	Shannon Grosko,PERSON	1	Shannon Grosko	PERSON
12878	64.5%,PERCENT	1	64.5%	PERCENT
12879	Tony Blair’s,PERSON	1	Tony Blair’s	PERSON
12880	£9.3bn public money,MONEY	1	£9.3bn public money	MONEY
12881	£640m,MONEY	1	£640m	MONEY
12882	just £300m,MONEY	1	just £300m	MONEY
12883	1.5%,PERCENT	1	1.5%	PERCENT
12884	almost 75%,PERCENT	1	almost 75%	PERCENT
12885	just a quarter,CARDINAL	1	just a quarter	CARDINAL
12887	multibillion-pound,MONEY	1	multibillion-pound	MONEY
12888	£12bn welfare cuts,MONEY	1	£12bn welfare cuts	MONEY
12889	more than £700m,MONEY	1	more than £700m	MONEY
12890	Richard Williams,PERSON	1	Richard Williams	PERSON
12912	Weekly,DATE	1	Weekly	DATE
12913	873,700,CARDINAL	1	873,700	CARDINAL
12914	374,100,CARDINAL	1	374,100	CARDINAL
12915	31,600,CARDINAL	1	31,600	CARDINAL
12935	St. Katharine’s C of E School,ORG	1	St. Katharine’s C of E School	ORG
12936	Christchurch,GPE	1	Christchurch	GPE
12937	Nick Treharne,PERSON	1	Nick Treharne	PERSON
12938	Nikki St John,PERSON	1	Nikki St John	PERSON
201	A J Robinson,PERSON	1	A J Robinson	PERSON
12940	more than 19,000,CARDINAL	1	more than 19,000	CARDINAL
12941	11 to 16-year-olds,DATE	1	11 to 16-year-olds	DATE
12942	primary,EVENT	1	primary	EVENT
12943	York high school,ORG	1	York high school	ORG
12946	Row to Rio,WORK_OF_ART	1	Row to Rio	WORK_OF_ART
195	1886,DATE	1	1886	DATE
12948	Simon Spiers,PERSON	1	Simon Spiers	PERSON
12949	the Vale Academy Trust,ORG	1	the Vale Academy Trust	ORG
12950	Spiers,PERSON	1	Spiers	PERSON
12951	14-16,DATE	1	14-16	DATE
12934	St Katharine’s,ORG	1	St Katharine’s	ORG
12933	a little over £9,000,MONEY	1	a little over £9,000	MONEY
12932	the Tower Hamlets Youth Sport Foundation,ORG	1	the Tower Hamlets Youth Sport Foundation	ORG
12922	6 July 2005,DATE	1	6 July 2005	DATE
12916	-728,800,CARDINAL	1	-728,800	CARDINAL
12917	-140,100,CARDINAL	1	-140,100	CARDINAL
12918	-66,800,CARDINAL	1	-66,800	CARDINAL
12919	pre-2005,DATE	1	pre-2005	DATE
209	English Avenue,FAC	1	English Avenue	FAC
12921	£9.3bn in a,MONEY	1	£9.3bn in a	MONEY
12923	Mexico Olympics,EVENT	1	Mexico Olympics	EVENT
12931	London Headteachers Alliance,ORG	1	London Headteachers Alliance	ORG
208	Vine City,LOC	1	Vine City	LOC
206	at least another 15 years,DATE	1	at least another 15 years	DATE
12927	St Katharine’s Primary,ORG	1	St Katharine’s Primary	ORG
202	Central Atlanta Progress,ORG	1	Central Atlanta Progress	ORG
12929	six to 10,CARDINAL	1	six to 10	CARDINAL
12930	Langdon Park,ORG	1	Langdon Park	ORG
13027	Lisa Mulherin,PERSON	1	Lisa Mulherin	PERSON
13029	178,MONEY	1	178	MONEY
13181	Forman’s Games,WORK_OF_ART	1	Forman’s Games	WORK_OF_ART
13127	365 days’,DATE	1	365 days’	DATE
13129	the London Legacy Development Corporation’s,ORG	1	the London Legacy Development Corporation’s	ORG
13130	the Olympic board,ORG	1	the Olympic board	ORG
13131	the first two decades,DATE	1	the first two decades	DATE
13132	70-30,CARDINAL	1	70-30	CARDINAL
13133	an extra £100,000,MONEY	1	an extra £100,000	MONEY
13134	just over £1m.,MONEY	1	just over £1m.	MONEY
13135	eight weeks’,DATE	1	eight weeks’	DATE
13136	Dimitri Payet,PERSON	1	Dimitri Payet	PERSON
13137	at least £100,MONEY	1	at least £100	MONEY
13138	just 25 days,DATE	1	just 25 days	DATE
13139	LDDC,ORG	1	LDDC	ORG
13140	the beginning of the 2016-17 season,DATE	1	the beginning of the 2016-17 season	DATE
13141	the first five years,DATE	1	the first five years	DATE
13142	12,MONEY	1	12	MONEY
13143	around £87m.,MONEY	1	around £87m.	MONEY
13128	the Chicken Run,FAC	1	the Chicken Run	FAC
13126	25 days,DATE	1	25 days	DATE
13106	Carpenters,NORP	1	Carpenters	NORP
13125	hundreds of millions of additional people,MONEY	1	hundreds of millions of additional people	MONEY
168	Democratic,NORP	1	Democratic	NORP
13109	StreetGames,EVENT	1	StreetGames	EVENT
13110	3bn,MONEY	1	3bn	MONEY
13111	the new year,DATE	1	the new year	DATE
13112	Active Lives,PRODUCT	1	Active Lives	PRODUCT
167	Ten years on,DATE	1	Ten years on	DATE
13114	Ofcom,ORG	1	Ofcom	ORG
13115	£1.25m,MONEY	1	£1.25m	MONEY
13117	Supporters Trusts,ORG	1	Supporters Trusts	ORG
13118	almost 30,000,CARDINAL	1	almost 30,000	CARDINAL
13119	70/30,CARDINAL	1	70/30	CARDINAL
13120	an additional £100,000,MONEY	1	an additional £100,000	MONEY
13121	up to £100,000,MONEY	1	up to £100,000	MONEY
13122	up to £1m,MONEY	1	up to £1m	MONEY
13124	each July,DATE	1	each July	DATE
13144	Between five and 10 years,DATE	1	Between five and 10 years	DATE
13145	Steve Lawrence,PERSON	1	Steve Lawrence	PERSON
13146	Jonathan Isaby,PERSON	1	Jonathan Isaby	PERSON
13147	the TaxPayers’ Alliance,ORG	1	the TaxPayers’ Alliance	ORG
13166	No Olympic Games,EVENT	1	No Olympic Games	EVENT
13167	Pudding Mill Lane,LOC	1	Pudding Mill Lane	LOC
13168	Eleven years ago,DATE	1	Eleven years ago	DATE
13169	Andy Bull,PERSON	1	Andy Bull	PERSON
13170	last weekend’s,DATE	1	last weekend’s	DATE
13171	dawn on Monday,TIME	1	dawn on Monday	TIME
13172	Next month,DATE	1	Next month	DATE
13173	Tom Jenkins,PERSON	1	Tom Jenkins	PERSON
13174	anti-Olympics,NORP	1	anti-Olympics	NORP
13175	the 17 days four summers ago,DATE	1	the 17 days four summers ago	DATE
13176	Moonie,PERSON	1	Moonie	PERSON
13177	Late one night,TIME	1	Late one night	TIME
13178	the Kool-Aid,PRODUCT	1	the Kool-Aid	PRODUCT
13179	the late 20th century,DATE	1	the late 20th century	DATE
13180	£9bn as the,MONEY	1	£9bn as the	MONEY
13165	Hear East,FAC	1	Hear East	FAC
13164	nearly one,CARDINAL	1	nearly one	CARDINAL
13163	zero hours,TIME	1	zero hours	TIME
13154	Caroline Russell,PERSON	1	Caroline Russell	PERSON
13148	Rising in the East,WORK_OF_ART	1	Rising in the East	WORK_OF_ART
13149	the past six years,DATE	1	the past six years	DATE
13150	well over 30,000,CARDINAL	1	well over 30,000	CARDINAL
13151	the early years of this century,DATE	1	the early years of this century	DATE
13152	Earlier that morning,TIME	1	Earlier that morning	TIME
13153	Green,NORP	1	Green	NORP
13155	Centre for London,ORG	1	Centre for London	ORG
13162	25th,ORDINAL	1	25th	ORDINAL
13156	8.6%,PERCENT	1	8.6%	PERCENT
13157	between 2011 and 2014,DATE	1	between 2011 and 2014	DATE
13158	13.8%,PERCENT	1	13.8%	PERCENT
13159	10.2%,PERCENT	1	10.2%	PERCENT
13160	between 2010 and 2014,DATE	1	between 2010 and 2014	DATE
13161	Between 2010 and 2015,DATE	1	Between 2010 and 2015	DATE
13107	£8.5bn TV,MONEY	1	£8.5bn TV	MONEY
13105	Focus E15 Foyer,ORG	1	Focus E15 Foyer	ORG
13030	446,MONEY	1	446	MONEY
13048	Village,LOC	1	Village	LOC
13050	spring 2012,DATE	1	spring 2012	DATE
13051	only 29%,PERCENT	1	only 29%	PERCENT
13052	650,CARDINAL	1	650	CARDINAL
191	twenty one acre,QUANTITY	1	twenty one acre	QUANTITY
13054	2023,DATE	1	2023	DATE
13055	about five years sooner,DATE	1	about five years sooner	DATE
13056	development corporation,ORG	1	development corporation	ORG
13057	Tessa Jowell’s,PERSON	1	Tessa Jowell’s	PERSON
13058	all 560 acres,QUANTITY	1	all 560 acres	QUANTITY
13059	more than 4m,CARDINAL	1	more than 4m	CARDINAL
13060	Last March,DATE	1	Last March	DATE
190	an Olympic Centennial Park,FAC	1	an Olympic Centennial Park	FAC
13062	the same month,DATE	1	the same month	DATE
13063	Lee Valley VeloPark,FAC	1	Lee Valley VeloPark	FAC
13064	Sarah Lee,PERSON	1	Sarah Lee	PERSON
13049	the 35%,PERCENT	1	the 35%	PERCENT
13047	34%,PERCENT	1	34%	PERCENT
13104	23-acre,QUANTITY	1	23-acre	QUANTITY
13046	roughly half,CARDINAL	1	roughly half	CARDINAL
13031	Mulherin,PERSON	1	Mulherin	PERSON
13032	Paulette Hamilton,PERSON	1	Paulette Hamilton	PERSON
13033	462,MONEY	1	462	MONEY
13034	Kenny Saunders,PERSON	1	Kenny Saunders	PERSON
13035	The Department of Health,ORG	1	The Department of Health	ORG
13036	£5bn annually,MONEY	1	£5bn annually	MONEY
13037	DH,ORG	1	DH	ORG
13038	Change4Life,ORG	1	Change4Life	ORG
13039	more than 50%,PERCENT	1	more than 50%	PERCENT
13040	23.45,MONEY	1	23.45	MONEY
13041	£9.3bn Olympics broadcast to,MONEY	1	£9.3bn Olympics broadcast to	MONEY
13042	the Arcelormittal Orbit,FAC	1	the Arcelormittal Orbit	FAC
13043	Next August,DATE	1	Next August	DATE
13044	International Quarter,FAC	1	International Quarter	FAC
13045	Abbott,PERSON	1	Abbott	PERSON
13065	Copper Box Arena,FAC	1	Copper Box Arena	FAC
187	several hundred,CARDINAL	1	several hundred	CARDINAL
186	Georgia Tech University,ORG	1	Georgia Tech University	ORG
13068	Elstree,GPE	1	Elstree	GPE
169	Andrew Young,PERSON	1	Andrew Young	PERSON
13090	Hackney Wick’s White Building,FAC	1	Hackney Wick’s White Building	FAC
13091	pre-Olympic,EVENT	1	pre-Olympic	EVENT
13092	The Watchtower,ORG	1	The Watchtower	ORG
13093	the Nation of Islam,ORG	1	the Nation of Islam	ORG
13094	Shoe Zone,GPE	1	Shoe Zone	GPE
13095	the Old Town Hall,FAC	1	the Old Town Hall	FAC
13096	over 300,000,CARDINAL	1	over 300,000	CARDINAL
13097	years five,DATE	1	years five	DATE
13098	six,DATE	1	six	DATE
13099	4,500,CARDINAL	1	4,500	CARDINAL
13100	Manor Park,FAC	1	Manor Park	FAC
13101	Forest Gate,FAC	1	Forest Gate	FAC
13102	Red Door Ventures,ORG	1	Red Door Ventures	ORG
13103	Kevin Allen,PERSON	1	Kevin Allen	PERSON
13088	Canary Wharf,LOC	1	Canary Wharf	LOC
171	the United Nations,ORG	1	the United Nations	ORG
13086	The International Quarter,FAC	1	The International Quarter	FAC
13076	a Walnut Whip,PRODUCT	1	a Walnut Whip	PRODUCT
13069	third-anniversary,DATE	1	third-anniversary	DATE
182	Turner Fields,FAC	1	Turner Fields	FAC
181	Atlanta Braves,ORG	1	Atlanta Braves	ORG
13073	ArcelorMittal Orbit,PRODUCT	1	ArcelorMittal Orbit	PRODUCT
13074	Paul Thomas,PERSON	1	Paul Thomas	PERSON
13075	£9.3bn, he,MONEY	1	£9.3bn, he	MONEY
13077	Band D,PRODUCT	1	Band D	PRODUCT
13085	the past,DATE	1	the past	DATE
13078	Andy Hall,PERSON	1	Andy Hall	PERSON
13079	Ian Crockford,PERSON	1	Ian Crockford	PERSON
13080	four-million sq ft,QUANTITY	1	four-million sq ft	QUANTITY
176	Olympic City,EVENT	1	Olympic City	EVENT
13083	University of the Arts,ORG	1	University of the Arts	ORG
13084	the Smithsonian Institution,ORG	1	the Smithsonian Institution	ORG
12260	Friday 9 August 2013,DATE	1	Friday 9 August 2013	DATE
331	Nearly 3,CARDINAL	1	Nearly 3	CARDINAL
333	nearly 60%,PERCENT	1	nearly 60%	PERCENT
543	Olympic Hospital,ORG	1	Olympic Hospital	ORG
11438	Eurostar London,ORG	1	Eurostar London	ORG
11439	Freshfields Bruckhaus Deringer LLP,ORG	1	Freshfields Bruckhaus Deringer LLP	ORG
11440	G4S London,ORG	1	G4S London	ORG
11441	GlaxoSmithKline London,ORG	1	GlaxoSmithKline London	ORG
11442	Gymnova London,ORG	1	Gymnova London	ORG
11443	Heathrow Airport,FAC	1	Heathrow Airport	FAC
542	Homerton University Hospital,ORG	1	Homerton University Hospital	ORG
11445	Heineken UK,ORG	1	Heineken UK	ORG
541	John Coakley,PERSON	1	John Coakley	PERSON
11447	McCann Worldgroup,ORG	1	McCann Worldgroup	ORG
11448	Mondo London,ORG	1	Mondo London	ORG
11449	Nature Valley,EVENT	1	Nature Valley	EVENT
11450	Nielsen London,ORG	1	Nielsen London	ORG
11451	Populous London,ORG	1	Populous London	ORG
11452	Rapiscan Systems,ORG	1	Rapiscan Systems	ORG
11437	Crystal CG,ORG	1	Crystal CG	ORG
11435	CBS Outdoor,ORG	1	CBS Outdoor	ORG
11416	McDonald's Worldwide,ORG	1	McDonald's Worldwide	ORG
11434	The Boston Consulting Group,ORG	1	The Boston Consulting Group	ORG
11418	Panasonic Worldwide,ORG	1	Panasonic Worldwide	ORG
11419	P&G Worldwide,ORG	1	P&G Worldwide	ORG
11420	Samsung Worldwide,ORG	1	Samsung Worldwide	ORG
11421	Visa Worldwide,ORG	1	Visa Worldwide	ORG
11422	Adidas London 2012,ORG	1	Adidas London 2012	ORG
547	Poplar,GPE	1	Poplar	GPE
11424	BMW London 2012,ORG	1	BMW London 2012	ORG
11425	BP London,ORG	1	BP London	ORG
11426	BT London,ORG	1	BT London	ORG
11427	EDF London,ORG	1	EDF London	ORG
11428	Adecco,ORG	1	Adecco	ORG
11430	Thomas Cook,ORG	1	Thomas Cook	ORG
11431	Aggreko,ORG	1	Aggreko	ORG
11432	Airwave London,ORG	1	Airwave London	ORG
11433	Atkins,ORG	1	Atkins	ORG
11453	Rio Tinto,EVENT	1	Rio Tinto	EVENT
11454	Technogym London,ORG	1	Technogym London	ORG
11455	Thames,GPE	1	Thames	GPE
11456	Ticketmaster,ORG	1	Ticketmaster	ORG
11475	only just over half,CARDINAL	1	only just over half	CARDINAL
535	Valley Fontaine's,PERSON	1	Valley Fontaine's	PERSON
11477	13 to 18-year-,DATE	1	13 to 18-year-	DATE
11478	the age of 18,DATE	1	the age of 18	DATE
11479	more than a quarter,CARDINAL	1	more than a quarter	CARDINAL
11480	under 20,DATE	1	under 20	DATE
11481	Three-quarters,CARDINAL	1	Three-quarters	CARDINAL
11482	just under 30%,PERCENT	1	just under 30%	PERCENT
11483	the early years',DATE	1	the early years'	DATE
11484	the Marmot Review of Health Inequalities in England,WORK_OF_ART	1	the Marmot Review of Health Inequalities in England	WORK_OF_ART
11485	OIlympic,EVENT	1	OIlympic	EVENT
11486	Hamlets,GPE	1	Hamlets	GPE
11487	Waltham,GPE	1	Waltham	GPE
534	the North London Line,FAC	1	the North London Line	FAC
11489	81.80,CARDINAL	1	81.80	CARDINAL
11474	five-year-olds,DATE	1	five-year-olds	DATE
11473	their teens,DATE	1	their teens	DATE
11472	James Meikle,PERSON	1	James Meikle	PERSON
11463	More than 6,000,CARDINAL	1	More than 6,000	CARDINAL
11457	Trebor,GPE	1	Trebor	GPE
11458	2,178 1,404,CARDINAL	1	2,178 1,404	CARDINAL
11459	1,078 700,CARDINAL	1	1,078 700	CARDINAL
540	Dervis Konuralp,PERSON	1	Dervis Konuralp	PERSON
539	Caribbean,NORP	1	Caribbean	NORP
11462	the London 2012 Olympic Games,EVENT	1	the London 2012 Olympic Games	EVENT
538	Spice,ORG	1	Spice	ORG
11471	The London Health Observatory,ORG	1	The London Health Observatory	ORG
537	Peppers,ORG	1	Peppers	ORG
11466	East Village's,LOC	1	East Village's	LOC
11467	the 1,800-pupil Chobham Academy School,ORG	1	the 1,800-pupil Chobham Academy School	ORG
11468	Dale Meredith,PERSON	1	Dale Meredith	PERSON
11469	East Thames Group,ORG	1	East Thames Group	ORG
536	Dalston Junction,GPE	1	Dalston Junction	GPE
11417	Omega Worldwide,ORG	1	Omega Worldwide	ORG
11415	Dow Worldwide,ORG	1	Dow Worldwide	ORG
533	Hackney,PERSON	1	Hackney	PERSON
11359	Nick Buckles,PERSON	1	Nick Buckles	PERSON
11361	the home affairs select committee,ORG	1	the home affairs select committee	ORG
11362	Leveson,PERSON	1	Leveson	PERSON
563	Kulwant Sohal,PERSON	1	Kulwant Sohal	PERSON
11364	Zil,LOC	1	Zil	LOC
11365	£2.5bn they,MONEY	1	£2.5bn they	MONEY
11366	75p,MONEY	1	75p	MONEY
11368	74%,PERCENT	1	74%	PERCENT
561	Para Olympic,ORG	1	Para Olympic	ORG
11370	£1bn under the,MONEY	1	£1bn under the	MONEY
11371	Rebecca Tunney,PERSON	1	Rebecca Tunney	PERSON
11372	the past several months,DATE	1	the past several months	DATE
11373	17-day,DATE	1	17-day	DATE
11374	Paris,PERSON	1	Paris	PERSON
11375	60 years,DATE	1	60 years	DATE
11376	2m tons,QUANTITY	1	2m tons	QUANTITY
11360	773,CARDINAL	1	773	CARDINAL
11358	Ian Swales,PERSON	1	Ian Swales	PERSON
11414	GE Worldwide,ORG	1	GE Worldwide	ORG
11357	the previous seven years,DATE	1	the previous seven years	DATE
566	the 'Angel of Leyton,PERSON	1	the 'Angel of Leyton	PERSON
565	Leytonston,GPE	1	Leytonston	GPE
11344	three-mile-long,QUANTITY	1	three-mile-long	QUANTITY
11345	Fatwalk,FAC	1	Fatwalk	FAC
11346	Abercrombie,PERSON	1	Abercrombie	PERSON
11347	Greater London,GPE	1	Greater London	GPE
11348	1944,DATE	1	1944	DATE
11349	Thames,NORP	1	Thames	NORP
11350	the Emirates Air Line,FAC	1	the Emirates Air Line	FAC
11351	A few million,CARDINAL	1	A few million	CARDINAL
11352	the Air Line,ORG	1	the Air Line	ORG
11353	Games of the XXX Olympiad,EVENT	1	Games of the XXX Olympiad	EVENT
11354	more than 16,000,CARDINAL	1	more than 16,000	CARDINAL
11355	£2.5bn to more than £9bn,MONEY	1	£2.5bn to more than £9bn	MONEY
564	Annika Allen,PERSON	1	Annika Allen	PERSON
11377	the next 30 years,DATE	1	the next 30 years	DATE
11378	July next year,DATE	1	July next year	DATE
11379	the next three decades,DATE	1	the next three decades	DATE
11380	Twelve days,DATE	1	Twelve days	DATE
11399	the Royal Horticultural Society's,ORG	1	the Royal Horticultural Society's	ORG
552	Lebo Diseko,PERSON	1	Lebo Diseko	PERSON
551	High Street 2012,FAC	1	High Street 2012	FAC
550	Olympic Boulevard,FAC	1	Olympic Boulevard	FAC
11403	around $100m,MONEY	1	around $100m	MONEY
11404	around £10,MONEY	1	around £10	MONEY
11405	around £1bn of sponsorship,MONEY	1	around £1bn of sponsorship	MONEY
11406	Brand Republic,ORG	1	Brand Republic	ORG
11407	Tesco's,ORG	1	Tesco's	ORG
11408	Canon,ORG	1	Canon	ORG
11409	Carlsberg,ORG	1	Carlsberg	ORG
11410	Orange,ORG	1	Orange	ORG
548	Whitechapel Road,FAC	1	Whitechapel Road	FAC
11412	Acer Worldwide,ORG	1	Acer Worldwide	ORG
11413	Atos Worldwide,ORG	1	Atos Worldwide	ORG
11398	Hannah Clegg,PERSON	1	Hannah Clegg	PERSON
11397	Rachel Read,PERSON	1	Rachel Read	PERSON
556	Town Square,FAC	1	Town Square	FAC
11387	Nigel Dunnett,PERSON	1	Nigel Dunnett	PERSON
11381	multimillion pound,MONEY	1	multimillion pound	MONEY
11382	The Finishing Straight,WORK_OF_ART	1	The Finishing Straight	WORK_OF_ART
560	Waltham Forest,ORG	1	Waltham Forest	ORG
11384	Dennis Potter,PERSON	1	Dennis Potter	PERSON
11385	Des Smith,PERSON	1	Des Smith	PERSON
11386	mid-,LOC	1	mid-	LOC
11388	James Hitchmough,PERSON	1	James Hitchmough	PERSON
11395	Southern Hemisphere,LOC	1	Southern Hemisphere	LOC
11389	Sarah Price,PERSON	1	Sarah Price	PERSON
11390	Chelsea,FAC	1	Chelsea	FAC
11391	About a year ago,DATE	1	About a year ago	DATE
558	Eton Manor Park,FAC	1	Eton Manor Park	FAC
11393	late July,DATE	1	late July	DATE
11394	Every cubic metre,QUANTITY	1	Every cubic metre	QUANTITY
11490	81.40,CARDINAL	1	81.40	CARDINAL
11492	77.4,CARDINAL	1	77.4	CARDINAL
11339	Space,ORG	1	Space	ORG
497	Green Fair,FAC	1	Green Fair	FAC
11592	Housing Hartlepool,ORG	1	Housing Hartlepool	ORG
11593	more than 17,000,CARDINAL	1	more than 17,000	CARDINAL
494	Idea Store Whitechapel,ORG	1	Idea Store Whitechapel	ORG
493	12 - 8.30pm July 19,TIME	1	12 - 8.30pm July 19	TIME
11596	Larner Road,FAC	1	Larner Road	FAC
11597	Erith,GPE	1	Erith	GPE
492	Finsbury Park,LOC	1	Finsbury Park	LOC
491	Rise Festival,EVENT	1	Rise Festival	EVENT
11600	Anabel,PERSON	1	Anabel	PERSON
11601	the last 10,DATE	1	the last 10	DATE
11602	Triathlon Homes and Delancy,ORG	1	Triathlon Homes and Delancy	ORG
490	July 13,DATE	1	July 13	DATE
11604	Five years age,DATE	1	Five years age	DATE
489	2 - 8pm,TIME	1	2 - 8pm	TIME
11606	London Living,ORG	1	London Living	ORG
11591	Tristar Homes,ORG	1	Tristar Homes	ORG
11588	the Joseph Rowntree Foundation,ORG	1	the Joseph Rowntree Foundation	ORG
11570	12pm on,TIME	1	12pm on	TIME
11587	Crew,ORG	1	Crew	ORG
11572	Duncan,PERSON	1	Duncan	PERSON
505	Cycling Centre,FAC	1	Cycling Centre	FAC
11574	East Thames,ORG	1	East Thames	ORG
11575	Southern Housing,ORG	1	Southern Housing	ORG
504	£4.5m,MONEY	1	£4.5m	MONEY
503	Legacy Now,EVENT	1	Legacy Now	EVENT
11578	Citizen UK's,ORG	1	Citizen UK's	ORG
11579	the Olympic Legacy Park,FAC	1	the Olympic Legacy Park	FAC
499	12 - 7pm,TIME	1	12 - 7pm	TIME
11581	1982,DATE	1	1982	DATE
498	Lloyd Park,GPE	1	Lloyd Park	GPE
11583	the Thames Gateway London Partnership,ORG	1	the Thames Gateway London Partnership	ORG
11584	Planning Committee,ORG	1	Planning Committee	ORG
11585	Dave Adamson,PERSON	1	Dave Adamson	PERSON
11586	the Centre of Regeneration Excellence in Wales,ORG	1	the Centre of Regeneration Excellence in Wales	ORG
11607	David Adamson,PERSON	1	David Adamson	PERSON
11608	the Centre for Regeneration Excellence,ORG	1	the Centre for Regeneration Excellence	ORG
11609	Legacy,WORK_OF_ART	1	Legacy	WORK_OF_ART
11610	Nick Franglen,PERSON	1	Nick Franglen	PERSON
485	Youth Games,EVENT	1	Youth Games	EVENT
11630	City airport,FAC	1	City airport	FAC
483	9 - 6pm,TIME	1	9 - 6pm	TIME
11632	Orbit tower,FAC	1	Orbit tower	FAC
11633	David Attenborough,PERSON	1	David Attenborough	PERSON
11634	the past few weeks,DATE	1	the past few weeks	DATE
11635	Three days later,DATE	1	Three days later	DATE
482	Pride London,FAC	1	Pride London	FAC
11637	£9bn?,MONEY	1	£9bn?	MONEY
