	entity_ner_class	count	ner_class	entity_name
11638	"£13bn"".,MONEY"	1	"£13bn""."	MONEY
11639	the International Association of Sports Economists,ORG	1	the International Association of Sports Economists	ORG
481	10 - 7pm July 5,TIME	1	10 - 7pm July 5	TIME
11641	Monash University,ORG	1	Monash University	ORG
11642	Bidding for the Games: Fool's Gold?,WORK_OF_ART	1	Bidding for the Games: Fool's Gold?	WORK_OF_ART
11643	the year after the Games,DATE	1	the year after the Games	DATE
487	9 - 6pm 12/13 July,TIME	1	9 - 6pm 12/13 July	TIME
11627	One night,TIME	1	One night	TIME
11626	several hundred yards,QUANTITY	1	several hundred yards	QUANTITY
11617	John Cale,PERSON	1	John Cale	PERSON
11611	the Monday afternoon,DATE	1	the Monday afternoon	DATE
488	Newham Show Central Park,EVENT	1	Newham Show Central Park	EVENT
11613	11 o'clock at night,TIME	1	11 o'clock at night	TIME
11614	two months earlier,DATE	1	two months earlier	DATE
11615	the School Sports Initiative,ORG	1	the School Sports Initiative	ORG
11616	Lemon Jelly,ORG	1	Lemon Jelly	ORG
11618	Blacksand,ORG	1	Blacksand	ORG
11625	Manor Gardens,LOC	1	Manor Gardens	LOC
11619	Pyestock,FAC	1	Pyestock	FAC
11620	Concorde,PRODUCT	1	Concorde	PRODUCT
11621	Manhattan Bridge,FAC	1	Manhattan Bridge	FAC
11622	20-foot,QUANTITY	1	20-foot	QUANTITY
11623	Donkey Kong,WORK_OF_ART	1	Donkey Kong	WORK_OF_ART
11624	Legacy 1,PRODUCT	1	Legacy 1	PRODUCT
506	Fairlop,GPE	1	Fairlop	GPE
11569	Just a few miles,QUANTITY	1	Just a few miles	QUANTITY
11493	76.2,CARDINAL	1	76.2	CARDINAL
11511	age 2,DATE	1	age 2	DATE
11513	80.83,CARDINAL	1	80.83	CARDINAL
11514	86.96 83.75,CARDINAL	1	86.96 83.75	CARDINAL
11515	Obese,NORP	1	Obese	NORP
11516	age 4-5 years,DATE	1	age 4-5 years	DATE
11517	13.89,CARDINAL	1	13.89	CARDINAL
11518	14.29 12.85,PERCENT	1	14.29 12.85	PERCENT
11519	12.74,CARDINAL	1	12.74	CARDINAL
11520	10.03 11.07,PERCENT	1	10.03 11.07	PERCENT
11521	age 5,DATE	1	age 5	DATE
11522	55.00,CARDINAL	1	55.00	CARDINAL
11523	57.00,CARDINAL	1	57.00	CARDINAL
11524	63.00,CARDINAL	1	63.00	CARDINAL
11525	54.27,CARDINAL	1	54.27	CARDINAL
11526	57.53,CARDINAL	1	57.53	CARDINAL
11527	42.92,CARDINAL	1	42.92	CARDINAL
11512	81.37,CARDINAL	1	81.37	CARDINAL
11510	4.50,CARDINAL	1	4.50	CARDINAL
11568	four years early,DATE	1	four years early	DATE
11509	90.69 87.51,PERCENT	1	90.69 87.51	PERCENT
11494	37.00,CARDINAL	1	37.00	CARDINAL
11495	39.70,CARDINAL	1	39.70	CARDINAL
11496	38.20,CARDINAL	1	38.20	CARDINAL
11497	50.90,CARDINAL	1	50.90	CARDINAL
11498	12 weeks,DATE	1	12 weeks	DATE
11499	58.30 45.30,CARDINAL	1	58.30 45.30	CARDINAL
11500	2500,CARDINAL	1	2500	CARDINAL
11501	7.00 6.70,CARDINAL	1	7.00 6.70	CARDINAL
11502	11.50 8.80,CARDINAL	1	11.50 8.80	CARDINAL
11503	13.57 10.96,CARDINAL	1	13.57 10.96	CARDINAL
11504	72.47,CARDINAL	1	72.47	CARDINAL
11505	80.61,CARDINAL	1	80.61	CARDINAL
11506	92.70,CARDINAL	1	92.70	CARDINAL
11507	85.87,CARDINAL	1	85.87	CARDINAL
11508	91.10,CARDINAL	1	91.10	CARDINAL
11528	51.03 48.57,PERCENT	1	51.03 48.57	PERCENT
11529	61.26 55.24,PERCENT	1	61.26 55.24	PERCENT
11530	the Youth Justice System,ORG	1	the Youth Justice System	ORG
11531	56.60,CARDINAL	1	56.60	CARDINAL
11551	Ian White,PERSON	1	Ian White	PERSON
516	Olympic Silver Medallist,EVENT	1	Olympic Silver Medallist	EVENT
515	Sprint Cycling,ORG	1	Sprint Cycling	ORG
11554	British Waterways,ORG	1	British Waterways	ORG
11557	At least 34,CARDINAL	1	At least 34	CARDINAL
11558	23 July,DATE	1	23 July	DATE
11559	12 September,DATE	1	12 September	DATE
11560	12pm,TIME	1	12pm	TIME
508	Loraine Sladden,PERSON	1	Loraine Sladden	PERSON
11562	More than 11,000,CARDINAL	1	More than 11,000	CARDINAL
11563	202-hectare,QUANTITY	1	202-hectare	QUANTITY
11564	The Commonwealth Games,EVENT	1	The Commonwealth Games	EVENT
11565	almost 5,000,CARDINAL	1	almost 5,000	CARDINAL
11566	more than 6,000,CARDINAL	1	more than 6,000	CARDINAL
11567	400%,PERCENT	1	400%	PERCENT
11550	Dee O'Connell,PERSON	1	Dee O'Connell	PERSON
11549	Arena Fields,LOC	1	Arena Fields	LOC
517	Craig MacLean,PERSON	1	Craig MacLean	PERSON
11538	43.70,PERCENT	1	43.70	PERCENT
11532	6.90,CARDINAL	1	6.90	CARDINAL
11533	6.20,CARDINAL	1	6.20	CARDINAL
11534	6.40,CARDINAL	1	6.40	CARDINAL
11535	5.30,CARDINAL	1	5.30	CARDINAL
11536	4.20 5.00,PERCENT	1	4.20 5.00	PERCENT
11537	15-17,DATE	1	15-17	DATE
532	Angela Saini's,PERSON	1	Angela Saini's	PERSON
518	Craig,PERSON	1	Craig	PERSON
528	Boroughs,GPE	1	Boroughs	GPE
11541	Tuesday 24 July,DATE	1	Tuesday 24 July	DATE
11542	Abby Young-Powell,PERSON	1	Abby Young-Powell	PERSON
523	mount Olympus,LOC	1	mount Olympus	LOC
520	the 'People's Record,WORK_OF_ART	1	the 'People's Record	WORK_OF_ART
11546	Hackney Wick Village,GPE	1	Hackney Wick Village	GPE
567	120 feet,QUANTITY	1	120 feet	QUANTITY
11337	A few feet,QUANTITY	1	A few feet	QUANTITY
11645	Mitchell Moss's,PERSON	1	Mitchell Moss's	PERSON
11121	Christopher Thomas Gaffney,PERSON	1	Christopher Thomas Gaffney	PERSON
640	£2.89m,MONEY	1	£2.89m	MONEY
11124	Hunting White Elephants,WORK_OF_ART	1	Hunting White Elephants	WORK_OF_ART
11125	Brazil 2014,DATE	1	Brazil 2014	DATE
11126	Rio 2016,DATE	1	Rio 2016	DATE
11127	Vermonter,NORP	1	Vermonter	NORP
11128	the University of Texas,ORG	1	the University of Texas	ORG
11129	the University of North Carolina at Chapel Hill,ORG	1	the University of North Carolina at Chapel Hill	ORG
11130	Leigh Robinson,PERSON	1	Leigh Robinson	PERSON
11131	University of Stirling,ORG	1	University of Stirling	ORG
11132	Leigh,PERSON	1	Leigh	PERSON
11133	the University of Stirling,ORG	1	the University of Stirling	ORG
11134	Commonwealth Games Scotland,ORG	1	Commonwealth Games Scotland	ORG
11135	Panu Nykänen,PERSON	1	Panu Nykänen	PERSON
637	£13.4m,MONEY	1	£13.4m	MONEY
632	the Austerity Games,EVENT	1	the Austerity Games	EVENT
11122	Universidade Federal Fluminense,ORG	1	Universidade Federal Fluminense	ORG
11120	the Higher Education Advisory Group for Sports Coach UK,ORG	1	the Higher Education Advisory Group for Sports Coach UK	ORG
11101	Culture @ the Olympics,WORK_OF_ART	1	Culture @ the Olympics	WORK_OF_ART
11119	the Leadership and Governance Group for Healthy Universities,ORG	1	the Leadership and Governance Group for Healthy Universities	ORG
649	1.51,MONEY	1	1.51	MONEY
11104	Gareth,PERSON	1	Gareth	PERSON
11105	Selena Bolingbroke,PERSON	1	Selena Bolingbroke	PERSON
648	up to 1.25 million,CARDINAL	1	up to 1.25 million	CARDINAL
11108	Olympic Legacy and Sport,ORG	1	Olympic Legacy and Sport	ORG
11109	the Centre of Excellence for Women's Entrepreneurship,ORG	1	the Centre of Excellence for Women's Entrepreneurship	ORG
11110	Karen Rothery,PERSON	1	Karen Rothery	PERSON
11111	British Universities & Colleges Sport,ORG	1	British Universities & Colleges Sport	ORG
646	Dugald Mackie,PERSON	1	Dugald Mackie	PERSON
11113	BUCS,ORG	1	BUCS	ORG
641	1.8 million,CARDINAL	1	1.8 million	CARDINAL
11115	two and half years,DATE	1	two and half years	DATE
11116	England Netball,ORG	1	England Netball	ORG
11117	The London Youth Games,ORG	1	The London Youth Games	ORG
11118	the Economic and Social Research Council,ORG	1	the Economic and Social Research Council	ORG
11140	the School of Engineering,ORG	1	the School of Engineering	ORG
11141	the National committee for the history of science and technology,ORG	1	the National committee for the history of science and technology	ORG
631	1906,DATE	1	1906	DATE
11143	Centre for Sport, Physical Education & Activity Research,ORG	1	Centre for Sport, Physical Education & Activity Research	ORG
11162	Mary Finch,PERSON	1	Mary Finch	PERSON
11163	Carpenters,GPE	1	Carpenters	GPE
11164	Finch,PERSON	1	Finch	PERSON
11165	Joe Alexander,PERSON	1	Joe Alexander	PERSON
11166	Osita Madu,PERSON	1	Osita Madu	PERSON
11167	Carp,ORG	1	Carp	ORG
11168	Carpenters Against Regeneration Plan,ORG	1	Carpenters Against Regeneration Plan	ORG
620	M People,ORG	1	M People	ORG
11170	Maduu,PERSON	1	Maduu	PERSON
11171	Alexander,PERSON	1	Alexander	PERSON
11172	H Forman and Son,ORG	1	H Forman and Son	ORG
11173	Jewish,NORP	1	Jewish	NORP
11174	Odessa,GPE	1	Odessa	GPE
11175	1905,DATE	1	1905	DATE
11176	Harry Forman's,PERSON	1	Harry Forman's	PERSON
621	Heather Small,PERSON	1	Heather Small	PERSON
11160	century,DATE	1	century	DATE
622	Proud,WORK_OF_ART	1	Proud	WORK_OF_ART
11150	Elsevier,ORG	1	Elsevier	ORG
11144	SPEAR,ORG	1	SPEAR	ORG
8772	11 days,DATE	1	11 days	DATE
11146	the Economic and Social Reseach Council,ORG	1	the Economic and Social Reseach Council	ORG
11147	FE,ORG	1	FE	ORG
11148	HE,ORG	1	HE	ORG
11149	Olympic Tourism,ORG	1	Olympic Tourism	ORG
11151	the Journal of Sport & Tourism,ORG	1	the Journal of Sport & Tourism	ORG
11158	Americas,LOC	1	Americas	LOC
624	the Games of the 30th,EVENT	1	the Games of the 30th	EVENT
11153	International Centre for Olympic Studies,ORG	1	International Centre for Olympic Studies	ORG
11154	the International Centre for Olympic Studies,ORG	1	the International Centre for Olympic Studies	ORG
11155	Western University,ORG	1	Western University	ORG
11156	Ontario,GPE	1	Ontario	GPE
11157	ICOS,PRODUCT	1	ICOS	PRODUCT
11102	Gareth Smith,PERSON	1	Gareth Smith	PERSON
11100	Torino,GPE	1	Torino	GPE
619	the Red Arrows,ORG	1	the Red Arrows	ORG
11041	Northumbria,GPE	1	Northumbria	GPE
11043	London Higher,ORG	1	London Higher	ORG
11044	up to 15-25%,PERCENT	1	up to 15-25%	PERCENT
11045	De Montfort,ORG	1	De Montfort	ORG
11046	Gloucestershire University,ORG	1	Gloucestershire University	ORG
11047	the University of West London,ORG	1	the University of West London	ORG
11048	Thames Valley University,ORG	1	Thames Valley University	ORG
11049	just two,CARDINAL	1	just two	CARDINAL
11050	Renton,ORG	1	Renton	ORG
11052	Peter Scott,PERSON	1	Peter Scott	PERSON
11053	the Institute of Education,ORG	1	the Institute of Education	ORG
11054	Gillies,PERSON	1	Gillies	PERSON
11055	the University of London,ORG	1	the University of London	ORG
11056	Goldsmiths,ORG	1	Goldsmiths	ORG
11057	Royal Holloway,ORG	1	Royal Holloway	ORG
11059	Birkbeck College,ORG	1	Birkbeck College	ORG
11042	Malcolm Gillies,PERSON	1	Malcolm Gillies	PERSON
11040	Glasgow Caledonian,GPE	1	Glasgow Caledonian	GPE
11099	the University of Liverpool,ORG	1	the University of Liverpool	ORG
11039	just over 12,300,CARDINAL	1	just over 12,300	CARDINAL
11023	Hirst,PERSON	1	Hirst	PERSON
11024	Barry Gardiner,PERSON	1	Barry Gardiner	PERSON
11025	Dow,PERSON	1	Dow	PERSON
11026	Humphrey,PERSON	1	Humphrey	PERSON
11027	Ian Watmore,PERSON	1	Ian Watmore	PERSON
11029	over 20 acres,QUANTITY	1	over 20 acres	QUANTITY
11030	Andrew Grainger,PERSON	1	Andrew Grainger	PERSON
11031	Bloomsbury,FAC	1	Bloomsbury	FAC
11032	Simon Renton,PERSON	1	Simon Renton	PERSON
11033	the University and College Union's,ORG	1	the University and College Union's	ORG
660	Trust,ORG	1	Trust	ORG
11035	Grainger,ORG	1	Grainger	ORG
11036	De Montfort University,ORG	1	De Montfort University	ORG
11037	the Higher Education Statistics Agency,ORG	1	the Higher Education Statistics Agency	ORG
11038	just over 11,400,CARDINAL	1	just over 11,400	CARDINAL
11060	Autumn 2013,DATE	1	Autumn 2013	DATE
11061	University Square,FAC	1	University Square	FAC
11062	A few yards,QUANTITY	1	A few yards	QUANTITY
657	Community Games,EVENT	1	Community Games	EVENT
11084	Hackney,EVENT	1	Hackney	EVENT
11085	Naomi Pietersen,PERSON	1	Naomi Pietersen	PERSON
11086	Rogge,ORG	1	Rogge	ORG
11087	Beyond 2012,WORK_OF_ART	1	Beyond 2012	WORK_OF_ART
11088	More than 90%,PERCENT	1	More than 90%	PERCENT
651	the south east of England,LOC	1	the south east of England	LOC
650	1.92,MONEY	1	1.92	MONEY
11091	Andy Miah,PERSON	1	Andy Miah	PERSON
11092	UK Universities Week,EVENT	1	UK Universities Week	EVENT
11093	94%,PERCENT	1	94%	PERCENT
11094	the Higher Education Network,ORG	1	the Higher Education Network	ORG
11095	Beatriz Garcia,PERSON	1	Beatriz Garcia	PERSON
11096	Institute of Cultural Capital,ORG	1	Institute of Cultural Capital	ORG
11097	Beatriz,PERSON	1	Beatriz	PERSON
11098	the Institute of Cultural Capital,ORG	1	the Institute of Cultural Capital	ORG
11083	Natalie Skerritt,PERSON	1	Natalie Skerritt	PERSON
11082	Sikh,NORP	1	Sikh	NORP
11081	Cadbury London,ORG	1	Cadbury London	ORG
11071	Stripes,ORG	1	Stripes	ORG
656	up to 500,CARDINAL	1	up to 500	CARDINAL
11065	Spots v Stripes,WORK_OF_ART	1	Spots v Stripes	WORK_OF_ART
11066	more than 120,000,CARDINAL	1	more than 120,000	CARDINAL
11067	some 1,800,CARDINAL	1	some 1,800	CARDINAL
11068	more than 900,000,CARDINAL	1	more than 900,000	CARDINAL
11070	Spots,ORG	1	Spots	ORG
11072	More than three-quarters,CARDINAL	1	More than three-quarters	CARDINAL
11080	Norman Brodie,PERSON	1	Norman Brodie	PERSON
11073	Peter Taylor,PERSON	1	Peter Taylor	PERSON
11074	the Sport Industry Research Centre,ORG	1	the Sport Industry Research Centre	ORG
11076	Ecorys,PERSON	1	Ecorys	PERSON
653	1.67,MONEY	1	1.67	MONEY
11078	1.90,MONEY	1	1.90	MONEY
11079	the top 25%,PERCENT	1	the top 25%	PERCENT
11177	Lance,PERSON	1	Lance	PERSON
618	the Royal Air Force's,ORG	1	the Royal Air Force's	ORG
11336	White Building,FAC	1	White Building	FAC
11280	Nick Mathiason,PERSON	1	Nick Mathiason	PERSON
11282	The East End,LOC	1	The East End	LOC
11283	another day,DATE	1	another day	DATE
11284	Ground Control: Fear and Happiness in the 21st Century,WORK_OF_ART	1	Ground Control: Fear and Happiness in the 21st Century	WORK_OF_ART
584	the next 18 months,DATE	1	the next 18 months	DATE
11286	an extra £5.7bn.,MONEY	1	an extra £5.7bn.	MONEY
11287	the House of Commons Public Accounts Committee,ORG	1	the House of Commons Public Accounts Committee	ORG
11288	£10bn.,MONEY	1	£10bn.	MONEY
11289	Queen Elizabeth's,FAC	1	Queen Elizabeth's	FAC
11290	the Isle Of Dogs,GPE	1	the Isle Of Dogs	GPE
11291	a generation ago,DATE	1	a generation ago	DATE
11292	Just 25%,PERCENT	1	Just 25%	PERCENT
11293	Wharf,FAC	1	Wharf	FAC
11294	the Media Centre,FAC	1	the Media Centre	FAC
11295	River Lea,FAC	1	River Lea	FAC
11296	10 September,DATE	1	10 September	DATE
11281	16 years,DATE	1	16 years	DATE
11279	Masempe Theko,PERSON	1	Masempe Theko	PERSON
11260	Maelor,GPE	1	Maelor	GPE
11278	The Lesothan Swimming Association,ORG	1	The Lesothan Swimming Association	ORG
11262	Lesothan,NORP	1	Lesothan	NORP
11263	more than £2.3m,MONEY	1	more than £2.3m	MONEY
11264	Glyndwr University,ORG	1	Glyndwr University	ORG
11265	the North East Wales Institute of Higher Education,ORG	1	the North East Wales Institute of Higher Education	ORG
11266	Steve Hollingworth,PERSON	1	Steve Hollingworth	PERSON
590	An estimated 40,000,CARDINAL	1	An estimated 40,000	CARDINAL
11268	Birmingham,ORG	1	Birmingham	ORG
11269	Alexander,FAC	1	Alexander	FAC
11270	Hollingworth,PERSON	1	Hollingworth	PERSON
11272	Benita Fitzgerald Mosley,PERSON	1	Benita Fitzgerald Mosley	PERSON
11273	USA Track and Field,ORG	1	USA Track and Field	ORG
11274	Birmingham University,ORG	1	Birmingham University	ORG
11275	1.96-metre,QUANTITY	1	1.96-metre	QUANTITY
11276	Zena Wooldridge,PERSON	1	Zena Wooldridge	PERSON
11277	Hollingworth,GPE	1	Hollingworth	GPE
11297	Hackney Marshes,GPE	1	Hackney Marshes	GPE
11298	A12,PRODUCT	1	A12	PRODUCT
11299	Marshes,LOC	1	Marshes	LOC
11300	Open Our Towpath,ORG	1	Open Our Towpath	ORG
577	Para,ORG	1	Para	ORG
11322	the South Bank,LOC	1	the South Bank	LOC
11323	between 5pm and 7pm,DATE	1	between 5pm and 7pm	DATE
11324	Jubilee and Central,FAC	1	Jubilee and Central	FAC
11325	about £125,MONEY	1	about £125	MONEY
11326	Watford Junction,FAC	1	Watford Junction	FAC
11327	Re:,ORG	1	Re:	ORG
11328	Route,ORG	1	Route	ORG
11329	London Overground,ORG	1	London Overground	ORG
11330	Gatwick Connect,ORG	1	Gatwick Connect	ORG
11331	Heathrow Express,FAC	1	Heathrow Express	FAC
11332	the Games Lanes,FAC	1	the Games Lanes	FAC
11333	130,MONEY	1	130	MONEY
11334	Central Line,FAC	1	Central Line	FAC
11335	Hackney Wick's,FAC	1	Hackney Wick's	FAC
11320	the busiest days,DATE	1	the busiest days	DATE
11319	the Olympic Delivery Committee,ORG	1	the Olympic Delivery Committee	ORG
11318	Picketts,FAC	1	Picketts	FAC
11308	over 40,CARDINAL	1	over 40	CARDINAL
11301	Ruth-Anna Macqueen,PERSON	1	Ruth-Anna Macqueen	PERSON
581	Cross Country,EVENT	1	Cross Country	EVENT
11303	Newham hospital,FAC	1	Newham hospital	FAC
579	Greenwich Council,ORG	1	Greenwich Council	ORG
11306	two mile,QUANTITY	1	two mile	QUANTITY
11307	3.2 mile,QUANTITY	1	3.2 mile	QUANTITY
11309	Bow road,FAC	1	Bow road	FAC
11317	Stonebridge,FAC	1	Stonebridge	FAC
11310	Hackney Wick motorway,FAC	1	Hackney Wick motorway	FAC
11312	8.00 in the morning,TIME	1	8.00 in the morning	TIME
11313	several weeks,DATE	1	several weeks	DATE
11314	the pre-Games period,DATE	1	the pre-Games period	DATE
11315	Lea Bridge,FAC	1	Lea Bridge	FAC
11316	Arriva,ORG	1	Arriva	ORG
11261	Dylan Gallanders,PERSON	1	Dylan Gallanders	PERSON
11259	The Queen of Lesotho,PERSON	1	The Queen of Lesotho	PERSON
11180	Speedo,ORG	1	Speedo	ORG
11200	Dorando Pietri,PERSON	1	Dorando Pietri	PERSON
11202	Czech,NORP	1	Czech	NORP
11203	Emil Zatopek,PERSON	1	Emil Zatopek	PERSON
11204	Keith Baker,PERSON	1	Keith Baker	PERSON
11205	14 June,DATE	1	14 June	DATE
11207	1 January,DATE	1	1 January	DATE
11208	A11,FAC	1	A11	FAC
11209	Chaucer,PERSON	1	Chaucer	PERSON
11210	Dickens,PERSON	1	Dickens	PERSON
11211	Newton,PERSON	1	Newton	PERSON
11212	Darwin,PERSON	1	Darwin	PERSON
11213	Magna Carta,GPE	1	Magna Carta	GPE
11214	half dozen,CARDINAL	1	half dozen	CARDINAL
11215	Michael Abraham,PERSON	1	Michael Abraham	PERSON
11216	Amnesty International,ORG	1	Amnesty International	ORG
11217	the Dow Chemical Corporation,ORG	1	the Dow Chemical Corporation	ORG
11201	the hottest day,DATE	1	the hottest day	DATE
11199	marathon day,DATE	1	marathon day	DATE
11258	Wales National velodrome,FAC	1	Wales National velodrome	FAC
11197	Leo Benedictus,PERSON	1	Leo Benedictus	PERSON
11181	Riviera,FAC	1	Riviera	FAC
617	few weeks,DATE	1	few weeks	DATE
11183	Sixty,CARDINAL	1	Sixty	CARDINAL
11184	Riviera,PRODUCT	1	Riviera	PRODUCT
609	Kate Howey,PERSON	1	Kate Howey	PERSON
11187	Olympic,LOC	1	Olympic	LOC
11188	Tower Hamlets',GPE	1	Tower Hamlets'	GPE
11189	Lutfur Rahman,PERSON	1	Lutfur Rahman	PERSON
607	Sharron Davies,PERSON	1	Sharron Davies	PERSON
11191	33 years',DATE	1	33 years'	DATE
11192	Royal Kensington,GPE	1	Royal Kensington	GPE
11193	Biggs,PERSON	1	Biggs	PERSON
11194	the development corporation,ORG	1	the development corporation	ORG
11195	the Old Curiosity Shop,FAC	1	the Old Curiosity Shop	FAC
11196	Martin Sadler,PERSON	1	Martin Sadler	PERSON
11218	Hugh Adams,PERSON	1	Hugh Adams	PERSON
11219	Rogelio Vallejo,PERSON	1	Rogelio Vallejo	PERSON
11220	Bristol,PERSON	1	Bristol	PERSON
11221	500 acre,QUANTITY	1	500 acre	QUANTITY
11242	pre-Olympics,EVENT	1	pre-Olympics	EVENT
11243	many millions of pounds,MONEY	1	many millions of pounds	MONEY
11244	Antiguan,NORP	1	Antiguan	NORP
11245	Barbudan,NORP	1	Barbudan	NORP
11246	the Guildford Spectrum,FAC	1	the Guildford Spectrum	FAC
11247	Gambian,NORP	1	Gambian	NORP
11248	Huntington,FAC	1	Huntington	FAC
11249	the University of York,ORG	1	the University of York	ORG
598	nights,TIME	1	nights	TIME
11251	Ken Danskin,PERSON	1	Ken Danskin	PERSON
597	Brown,PERSON	1	Brown	PERSON
11253	between seven and nine,CARDINAL	1	between seven and nine	CARDINAL
11255	three or more,CARDINAL	1	three or more	CARDINAL
11256	only a fortnight,DATE	1	only a fortnight	DATE
11257	Queensway,FAC	1	Queensway	FAC
11241	the British,DATE	1	the British	DATE
601	Scouting for Girls,WORK_OF_ART	1	Scouting for Girls	WORK_OF_ART
11239	Richmond-upon-Thames,GPE	1	Richmond-upon-Thames	GPE
11230	Fourteen,CARDINAL	1	Fourteen	CARDINAL
11222	468,MONEY	1	468	MONEY
11223	almost £7bn,MONEY	1	almost £7bn	MONEY
11225	189,100,CARDINAL	1	189,100	CARDINAL
11226	181,700,CARDINAL	1	181,700	CARDINAL
11228	7.3m,CARDINAL	1	7.3m	CARDINAL
11229	Eighteen,CARDINAL	1	Eighteen	CARDINAL
11231	almost 440,000,CARDINAL	1	almost 440,000	CARDINAL
11238	the final few weeks,DATE	1	the final few weeks	DATE
11232	Cannock,GPE	1	Cannock	GPE
11233	Belarussian,NORP	1	Belarussian	NORP
11234	Tonbridge school,ORG	1	Tonbridge school	ORG
11235	Forum,FAC	1	Forum	FAC
11236	Antrim,GPE	1	Antrim	GPE
11237	Egyptian,NORP	1	Egyptian	NORP
11644	Mark Perryman's,PERSON	1	Mark Perryman's	PERSON
11646	New York City,GPE	1	New York City	GPE
12257	non-Olympic,ORG	1	non-Olympic	ORG
374	59,CARDINAL	1	59	CARDINAL
12052	Brailsford,ORG	1	Brailsford	ORG
12053	Zoe Elder,PERSON	1	Zoe Elder	PERSON
12054	Nic Goodwill,PERSON	1	Nic Goodwill	PERSON
12055	Lindsay Mason,PERSON	1	Lindsay Mason	PERSON
12056	GCSE,WORK_OF_ART	1	GCSE	WORK_OF_ART
12057	Alex Quigley,PERSON	1	Alex Quigley	PERSON
12058	Huntington School,,ORG	1	Huntington School,	ORG
12059	@HuntingEnglish,WORK_OF_ART	1	@HuntingEnglish	WORK_OF_ART
12060	the Guardian Teacher Network,ORG	1	the Guardian Teacher Network	ORG
12061	12-year,DATE	1	12-year	DATE
12062	the 16 days,DATE	1	the 16 days	DATE
12063	a decade beforehand,DATE	1	a decade beforehand	DATE
12064	around £2bn, much,MONEY	1	around £2bn, much	MONEY
12065	a further £9.3bn to,MONEY	1	a further £9.3bn to	MONEY
12066	PyeongChang,GPE	1	PyeongChang	GPE
373	londoner,NORP	1	londoner	NORP
12049	the Small Business Network,ORG	1	the Small Business Network	ORG
12031	Chris Daniels,PERSON	1	Chris Daniels	PERSON
12048	0.1%,PERCENT	1	0.1%	PERCENT
12033	the Supper Club's,ORG	1	the Supper Club's	ORG
12034	Jane Gomez,PERSON	1	Jane Gomez	PERSON
12035	Jason Choy,PERSON	1	Jason Choy	PERSON
12036	Welcome Gate,ORG	1	Welcome Gate	ORG
377	Graham,PERSON	1	Graham	PERSON
376	Joanna,PERSON	1	Joanna	PERSON
12039	McDonalds,ORG	1	McDonalds	ORG
12040	Gomez,PERSON	1	Gomez	PERSON
12041	The Supper Club,ORG	1	The Supper Club	ORG
12042	Paddington Basin,LOC	1	Paddington Basin	LOC
